id,time,mag,magType,cdi,place,status,latitude,longitude,depth,date,lat/lon,nearby_wells,num_wells,year_month,year_month_day,nearby_eqs,eq_class
us10006pir,1473873224900,3.7,mwr,3.4,"17 km SE of Waynoka, Oklahoma",reviewed,36.451,-98.7703,7.782999999999999,2016-09-14 17:13:44.900,"36.451,-98.7703","[3509323212, 3515123752]",2,2016-09,2016-09-14,0,shock
us10005cu4,1462107971500,3.7,ml,4.5,"17 km SE of Waynoka, Oklahoma",reviewed,36.4685,-98.7525,8.139,2016-05-01 13:06:11.500,"36.4685,-98.7525","[3509323212, 3515123752]",2,2016-05,2016-05-01,0,shock
us10003zit,1447943098800,3.7,mwr,5.1,"9 km SSE of Marshall, Oklahoma",reviewed,36.0788,-97.5686,4.488,2015-11-19 14:24:58.800,"36.0788,-97.5686","[3504724485, 3508323910, 3508323957, 3508322776, 3510322731, 3504724590, 3508323978, 3508323988, 3508323996, 3508324008, 3508324009, 3508324011, 3508323968, 3508323421, 3507324764, 3504724668, 3508323999, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3508324069, 3504724833, 3507324980, 3507324957, 3507324938, 3508324300, 3508324270, 3508324185, 3508324172]",32,2015-11,2015-11-19,0,shock
usp000jadz,1320561071000,3.7,mwr,5.6,"4 km SE of Meeker, Oklahoma",reviewed,35.479,-96.859,5.0,2011-11-06 06:31:11.000,"35.479,-96.859","[3508123875, 3508123499, 3513324298, 3513324463, 3513324515, 3513324535, 3513324751, 3513324660, 3512523507, 3512523465, 3512523447, 3512523527, 3512523540, 3512523612, 3512523558, 3508124092, 3508124112, 3508124143, 3508124191]",19,2011-11,2011-11-06,0,shock
us2000825s,1482040379800,3.7,ml,3.9,"6 km W of Arcadia, Oklahoma",reviewed,35.6707,-97.3981,6.739,2016-12-18 05:52:59.800,"35.6707,-97.3981","[3510900109, 3510920163, 3510921577, 3510921994, 3510920193, 3510922351, 3510922387, 3508324032, 3508324112, 3510922126]",10,2016-12,2016-12-18,0,shock
us10005d8v,1462254333500,3.7,ml,3.4,"13 km ESE of Byron, Oklahoma",reviewed,36.8753,-98.1483,6.534,2016-05-03 05:45:33.500,"36.8753,-98.1483","[3505322791, 3505322796, 3505322816, 3505322815, 3505322836, 3505322824, 3505322073, 3500322144, 3500322132, 3500322131, 3500322117, 3500322108, 3500322133, 3500322028, 3500322026, 3500322023, 3500322020, 3500322012, 3500322002, 3500321995, 3500321994, 3500321983, 3500321976, 3500321916, 3505322940, 3505322987, 3505322923, 3505323049, 3500322186, 3500322183, 3500322177, 3500322165, 3500322158, 3500322193, 3500322212, 3500322228, 3500322229, 3500322418, 3500322386, 3500322355, 3500322318, 3500322316, 3500322308, 3500322286, 3500322157, 3500322521, 3500322504, 3500322426, 3500322409, 3500322370, 3500322524, 3500322540, 3500322551, 3500322737, 3500322623, 3500322560, 3500323099, 3500323033, 3500322908, 3500322903, 3500322806]",61,2016-05,2016-05-03,4,shock
usb000szm7,1416855957500,3.7,mwr,5.5,"4 km SW of Byron, Oklahoma",reviewed,36.8728,-98.3353,5.3260000000000005,2014-11-24 19:05:57.500,"36.8728,-98.3353","[3500322152, 3500322144, 3500322132, 3500322131, 3500322117, 3500322108, 3500322046, 3500322039, 3500322028, 3500322027, 3500322026, 3500320929, 3500321748, 3500322024, 3500322023, 3500322020, 3500322019, 3500322012, 3500322006, 3500321983, 3500321976, 3500321961, 3500321916, 3500322186, 3500322183, 3500322177, 3500322165, 3500322163, 3500322158, 3500322193, 3500322212, 3500322228, 3500322229, 3500322418, 3500322390, 3500322386, 3500322355, 3500322349, 3500322345, 3500322318, 3500322317, 3500322316, 3500322308, 3500322286, 3500322247, 3500322157, 3500322246, 3500322521, 3500322504, 3500322489, 3500322409, 3500322370, 3500322524, 3500322540, 3500322551, 3500322737, 3500322651, 3500322623, 3500322600, 3500322560, 3500323099, 3500323033, 3500322973, 3500322908, 3500322903, 3500322806, 3500322761, 3500322710]",68,2014-11,2014-11-24,3,parent
us200028ih,1429770040500,3.7,mwr,5.8,"6 km N of Hunter, Oklahoma",reviewed,36.624,-97.6568,5.85,2015-04-23 06:20:40.500,"36.624,-97.6568","[3504724516, 3504724444, 3505322795, 3505322783, 3505322771, 3505322820, 3505300208, 3504724534, 3504724547, 3504724630, 3505322933, 3505322947, 3505322992, 3505322996, 3505323011, 3505323062, 3505323068, 3505323030, 3505322904, 3504724625, 3505323102, 3505323177, 3505323252, 3505323241, 3505322665, 3504724873, 3504724774, 3504724660, 3505323327, 3505323322, 3504724879]",31,2015-04,2015-04-23,3,shock
us10003jfb,1443678995500,3.7,mwr,4.3,"6 km SE of Perry, Oklahoma",reviewed,36.252,-97.2268,5.983,2015-10-01 05:56:35.500,"36.251999999999995,-97.2268","[3508322776, 3510324300, 3510324277, 3510324314, 3510324315, 3510324337, 3510324339, 3510324361, 3510324378, 3510324448, 3511923968, 3511923970, 3511923982, 3511924009, 3510324488, 3510324455, 3510324450, 3510324497, 3510324531, 3510324542, 3510324539, 3510324639, 3510324630, 3510324615, 3510324594, 3510324610, 3511924319, 3511924274, 3511924150, 3511924149]",30,2015-10,2015-10-01,3,parent
us10006mh8,1473184185040,3.7,mb_lg,,"4 km NNW of Wakita, Oklahoma",reviewed,36.9241,-97.9341,9.53,2016-09-06 17:49:45.040,"36.9241,-97.9341","[3505322791, 3505322786, 3505322764, 3505322763, 3505322796, 3505322722, 3505322816, 3505322815, 3505322835, 3505322073, 3500322133, 3500322002, 3500321995, 3500321994, 3500321976, 3505322926, 3505322928, 3505322940, 3505322949, 3505322923, 3505323050, 3505323082, 3505323115, 3505322892, 3500322158, 3505323253, 3505323245, 3505323364, 3505323220, 3505323417]",30,2016-09,2016-09-06,1,parent
usp000h65r,1263569222320,3.7,mwr,,"3 km ESE of Jones, Oklahoma",reviewed,35.555,-97.249,8.0,2010-01-15 15:27:02.320,"35.555,-97.249","[3508123907, 3508124052, 3508123734, 3510900109, 3510920163, 3510921577, 3510922171, 3510922351]",8,2010-01,2010-01-15,7,parent
us10003vxn,1447064289900,3.7,ml,3.1,"6 km E of Nescatunga, Oklahoma",reviewed,36.7605,-98.0766,6.516,2015-11-09 10:18:09.900,"36.7605,-98.0766","[3505322791, 3505322796, 3505322591, 3505322487, 3505322901, 3505322836, 3505322824, 3505322073, 3505321839, 3500322131, 3500322002, 3500321995, 3500321897, 3500321848, 3500321840, 3505322928, 3505322940, 3505322963, 3505322987, 3505322923, 3505323049, 3505322892, 3500322183, 3500322158, 3500322212, 3500322228, 3500322418, 3500322355, 3500322426, 3500322409, 3500322370, 3500322524, 3500322551, 3500322722, 3500322560, 3500322761, 3505323402]",37,2015-11,2015-11-09,0,shock
ok2021edqa,1614548318590,3.68,ml,4.9,"3 km SE of Meno, Oklahoma",reviewed,36.36316667,-98.15533333,7.22,2021-02-28 21:38:38.590,"36.36316667,-98.15533333","[3504724403, 3509323734, 3509323729, 3504724615, 3509324982]",5,2021-02,2021-02-28,0,shock
ok2019ustp,1571778238750,3.67,ml,3.8,"7 km S of Manchester, Oklahoma",reviewed,36.9295,-98.02466667,6.5,2019-10-22 21:03:58.750,"36.9295,-98.02466667","[3505322791, 3505322764, 3505322763, 3505322796, 3505322816, 3505322815, 3505322835, 3505322824, 3505322073, 3500322132, 3500322131, 3500322108, 3500322133, 3500322026, 3500322023, 3500322002, 3500321995, 3500321994, 3500321983, 3500321976, 3505322928, 3505322940, 3505322923, 3505323049, 3500322183, 3500322158, 3500322212, 3500322228, 3500322229, 3500322418, 3500322355, 3500322286, 3505323253, 3500322409, 3500322524, 3500322560, 3505323364, 3505323220]",38,2019-10,2019-10-22,4,parent
ok2020gpqn,1585953329949,3.65,mwr,6.1,"2 km NNW of Fairmont, Oklahoma",reviewed,36.3745,-97.7205,5.0,2020-04-03 22:35:29.949,"36.3745,-97.7205","[3504724444, 3504724404, 3504724338, 3504724219, 3504724507, 3504724534, 3504724547, 3504724549, 3504724553, 3504724621, 3504724652, 3504724582, 3504724579, 3504724903, 3504724873, 3504724776, 3504724774, 3504724761, 3504724729]",19,2020-04,2020-04-03,11,parent
ok2021cnew,1612541857100,3.65,ml,3.8,"6 km WNW of Lucien, Oklahoma",reviewed,36.28816667,-97.51966667,6.59,2021-02-05 16:17:37.100,"36.28816667,-97.51966667","[3504724485, 3504724404, 3504724338, 3504724219, 3508322776, 3510322731, 3504724507, 3504724590, 3508324008, 3508324009, 3510324315, 3504724611, 3504724620, 3504724621, 3504724622, 3504724652, 3504724668, 3504724582, 3504724579, 3508324166, 3510324542, 3504724848, 3504724818, 3504724761, 3504724729, 3508324300, 3510324615]",27,2021-02,2021-02-05,0,shock
ok2021gurr,1617814309609,3.61,ml,4.1,"7 km WSW of Horntown, Oklahoma",reviewed,35.059,-96.31683333,28.64,2021-04-07 16:51:49.609,"35.059,-96.31683333","[3506324370, 3506324366, 3506322918, 3506324315, 3513324429, 3513324341, 3513324309, 3513324788, 3513325063, 3506324456, 3506324421, 3506324556, 3506324562, 3506324857, 3506324723, 3506324859]",16,2021-04,2021-04-07,0,parent
us10001pze,1427141775300,3.6,mwr,3.1,"6 km ESE of Marshall, Oklahoma",reviewed,36.1222,-97.5663,4.214,2015-03-23 20:16:15.300,"36.1222,-97.5663","[3504724485, 3508323957, 3508322776, 3510322731, 3504724590, 3508323978, 3508323988, 3508323996, 3508324008, 3508324009, 3508323968, 3507324764, 3510324315, 3504724621, 3504724668, 3504724579, 3508323999, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3508324069, 3504724833, 3504724818, 3504724761, 3507324980, 3507324957, 3508324300, 3508324270, 3508324185, 3508324172]",33,2015-03,2015-03-23,0,shock
usc000tb5s,1420123448500,3.6,ml,4.3,"2 km ENE of Medford, Oklahoma",reviewed,36.8137,-97.71,3.2,2015-01-01 14:44:08.500,"36.8137,-97.71","[3505322795, 3505322786, 3505322783, 3505322722, 3505322454, 3505322687, 3505322799, 3505322844, 3505322820, 3505322209, 3505322926, 3505322933, 3505322949, 3505322959, 3505322992, 3505322996, 3505323050, 3505323061, 3505323062, 3505323068, 3505323082, 3505323084, 3505323085, 3505323095, 3505323115, 3505323155, 3505323030, 3505322892, 3505323102, 3505323253, 3505323252, 3505323245, 3505323209, 3505322665, 3505323327, 3505323220, 3505323417]",37,2015-01,2015-01-01,0,shock
usc000hs9v,1371405977590,3.6,ml,4.4,"2 km W of Jones, Oklahoma",reviewed,35.56800000000001,-97.309,7.1,2013-06-16 18:06:17.590,"35.568000000000005,-97.309","[3508123907, 3510900109, 3510920163, 3510921577, 3510921994, 3510922259, 3510935998, 3510937682, 3510937654, 3510922351, 3510922126]",11,2013-06,2013-06-16,7,parent
us10008js4,1492872891500,3.6,ml,3.1,"9 km W of Lamont, Oklahoma",reviewed,36.7037,-97.6681,8.292,2017-04-22 14:54:51.500,"36.7037,-97.6681","[3504724516, 3504724444, 3505322795, 3505322783, 3505322771, 3505322687, 3505322799, 3505322844, 3505322820, 3505300208, 3505322209, 3505322933, 3505322947, 3505322959, 3505322992, 3505322996, 3505323011, 3505323061, 3505323062, 3505323068, 3505323082, 3505323084, 3505323155, 3505323030, 3505322904, 3504724625, 3505323102, 3505323177, 3505323252, 3505323245, 3505323241, 3505322665, 3505323327, 3505323322, 3504724879]",35,2017-04,2017-04-22,0,shock
usc000ltil,1388284862400,3.6,mwr,3.5,"3 km NNW of Renfrow, Oklahoma",reviewed,36.958,-97.67,5.2,2013-12-29 02:41:02.400,"36.958,-97.67","[3505322786, 3505322783, 3505322764, 3505322763, 3505322722, 3505322799, 3505322926, 3505322949, 3505323050, 3505323061, 3505323084, 3505323085, 3505323095, 3505323115, 3505323155, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",20,2013-12,2013-12-29,0,parent
usc000rm9s,1403760404900,3.6,mwr,3.9,"12 km SSE of Cedar Valley, Oklahoma",reviewed,35.7716,-97.491,6.584,2014-06-26 05:26:44.900,"35.7716,-97.491","[3508323772, 3508323910, 3508323943, 3501723786, 3510900109, 3510920163, 3510921994, 3508323421, 3510922387, 3508324026, 3508323995, 3508324032, 3508324112, 3508324290, 3508324160, 3510922126]",16,2014-06,2014-06-26,0,shock
us20002lja,1433309308000,3.6,ml,4.0,"3 km SE of Carney, Oklahoma",reviewed,35.7866,-96.9874,6.113,2015-06-03 05:28:28.000,"35.7866,-96.9874","[3508104442, 3508102053, 3508101877, 3508121324, 3508123975, 3508123965, 3508123947, 3508123923, 3508123909, 3508123907, 3508124016, 3508123894, 3508123857, 3508123856, 3508123845, 3508123837, 3508123832, 3508123786, 3508123879, 3508123785, 3508124029, 3508123734, 3508123361, 3508123345, 3508123344, 3508123291, 3508123432, 3508123142, 3508123103, 3508123019, 3508123433, 3508123459, 3508123495, 3508123707, 3508123681, 3508123680, 3508123655, 3508123640, 3508123631, 3508123595, 3508323652, 3508323634, 3508323592, 3508323524, 3508323468, 3508323458, 3508323545, 3510922171, 3508124103, 3508124148, 3508124145]",51,2015-06,2015-06-03,0,shock
us20007cbp,1475751198400,3.6,ml,,"2 km NW of Deer Creek, Oklahoma",reviewed,36.8215,-97.5453,9.012,2016-10-06 10:53:18.400,"36.8215,-97.5453","[3507124386, 3505322783, 3505322454, 3505322687, 3505322799, 3505322820, 3505300208, 3507101855, 3505322209, 3505322926, 3505322933, 3505323061, 3505323068, 3505323084, 3505323085, 3505323095, 3505323155, 3507124535, 3507124576, 3505323102, 3505323177, 3505323245, 3505323209, 3505322665]",24,2016-10,2016-10-06,1,parent
us20002l6t,1433231751200,3.6,mwr,3.1,"4 km NE of Renfrow, Oklahoma",reviewed,36.952,-97.618,7.6,2015-06-02 07:55:51.200,"36.952,-97.618","[3505322786, 3505322783, 3505322764, 3505322722, 3505322454, 3505322799, 3505322209, 3505322926, 3505322949, 3505323050, 3505323061, 3505323084, 3505323085, 3505323095, 3505323155, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",20,2015-06,2015-06-02,0,shock
us20004yk6,1454861400700,3.6,ml,4.3,"5 km ENE of Coyle, Oklahoma",reviewed,35.9748,-97.1792,7.801,2016-02-07 16:10:00.700,"35.9748,-97.1792","[3508121324, 3508123785, 3508123433, 3508123680, 3508123655, 3508123631, 3508323652, 3508323589, 3508323704, 3508323586, 3508323492, 3508323468, 3508323458, 3508323451, 3508323545, 3508323772, 3508323426, 3511920381, 3511923858, 3511923881, 3511923781, 3511923740, 3511923717, 3511923700, 3511923684, 3511923642, 3511901017, 3511923974, 3511923912, 3511923896, 3511923904, 3508323993, 3511923976, 3511923986, 3511924011, 3511924012, 3508124145, 3508324172, 3511924319, 3511924274, 3511924265, 3511924260, 3511924220, 3511924210, 3511924184, 3511924158, 3511924149, 3511924093]",48,2016-02,2016-02-07,2,shock
us20003074,1437904473600,3.6,mwr,3.8,"4 km NNE of Crescent, Oklahoma",reviewed,35.98900000000001,-97.5694,5.468,2015-07-26 09:54:33.600,"35.989000000000004,-97.5694","[3504724485, 3508323910, 3508323943, 3508323957, 3508323978, 3508323988, 3508323996, 3508324008, 3508324009, 3508324011, 3508323421, 3507324764, 3507324811, 3508324026, 3508323999, 3508323995, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3508324069, 3507324980, 3507324957, 3507324938, 3508324300, 3508324290, 3508324270, 3508324185, 3508324172, 3508324160, 3507324984]",33,2015-07,2015-07-26,0,shock
usc000tg6m,1421347640800,3.6,ml,3.8,"4 km NE of Renfrow, Oklahoma",reviewed,36.9524,-97.6149,5.049,2015-01-15 18:47:20.800,"36.9524,-97.6149","[3505322786, 3505322783, 3505322764, 3505322722, 3505322454, 3505322799, 3505322209, 3505322926, 3505322949, 3505323050, 3505323061, 3505323084, 3505323085, 3505323095, 3505323155, 3507124535, 3505323245, 3505323209, 3505323364, 3505323417]",20,2015-01,2015-01-15,0,shock
us20003juv,1442360732690,3.6,ml,2.2,"11 km ENE of Quinlan, Oklahoma",reviewed,36.482,-98.921,5.0,2015-09-15 23:45:32.690,"36.482,-98.921","[3509323212, 3515323010]",2,2015-09,2015-09-15,1,shock
usc000syi4,1416327367600,3.6,ml,3.1,"5 km SW of Byron, Oklahoma",reviewed,36.8659,-98.3346,5.0,2014-11-18 16:16:07.600,"36.8659,-98.3346","[3500322152, 3500322144, 3500322132, 3500322131, 3500322117, 3500322108, 3500322046, 3500322039, 3500322028, 3500322027, 3500322026, 3500320929, 3500321748, 3500322024, 3500322023, 3500322020, 3500322019, 3500322012, 3500322006, 3500321983, 3500321976, 3500321961, 3500321916, 3500322186, 3500322183, 3500322177, 3500322165, 3500322163, 3500322158, 3500322193, 3500322212, 3500322228, 3500322229, 3500322418, 3500322390, 3500322386, 3500322355, 3500322349, 3500322345, 3500322318, 3500322317, 3500322316, 3500322308, 3500322286, 3500322247, 3500322157, 3500322246, 3500322521, 3500322504, 3500322489, 3500322426, 3500322409, 3500322370, 3500322524, 3500322540, 3500322551, 3500322737, 3500322651, 3500322623, 3500322600, 3500322560, 3500323099, 3500323033, 3500322973, 3500322908, 3500322903, 3500322806, 3500322761, 3500322710]",69,2014-11,2014-11-18,0,shock
us2000d7dc,1519473345300,3.6,ml,3.8,"1 km SSE of Renfrow, Oklahoma",reviewed,36.913,-97.6509,7.686,2018-02-24 11:55:45.300,"36.913000000000004,-97.6509","[3505322786, 3505322783, 3505322764, 3505322763, 3505322722, 3505322454, 3505322687, 3505322799, 3505322820, 3505322209, 3505322926, 3505322933, 3505322949, 3505323050, 3505323061, 3505323068, 3505323082, 3505323084, 3505323085, 3505323095, 3505323115, 3505323155, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",27,2018-02,2018-02-24,7,parent
us200063aa,1465509516300,3.6,ml,3.4,"5 km WNW of Lucien, Oklahoma",reviewed,36.2863,-97.5135,6.897,2016-06-09 21:58:36.300,"36.2863,-97.5135","[3504724485, 3504724404, 3504724338, 3504724219, 3508322776, 3510322731, 3504724507, 3504724590, 3508324008, 3508324009, 3510324315, 3504724611, 3504724620, 3504724621, 3504724622, 3504724652, 3504724668, 3504724582, 3504724579, 3508324166, 3510324542, 3504724848, 3504724818, 3504724761, 3504724729, 3508324300, 3510324615]",27,2016-06,2016-06-09,0,shock
us20006gke,1469136810900,3.6,ml,3.4,"9 km NW of Morrison, Oklahoma",reviewed,36.3548,-97.0908,10.354,2016-07-21 21:33:30.900,"36.3548,-97.0908","[3511700179, 3511701087, 3510324300, 3510324285, 3510324274, 3511723372, 3511723382, 3511723499, 3511723458, 3511723454, 3510324277, 3510324337, 3510324339, 3510324349, 3510324361, 3510324378, 3510324448, 3511923970, 3511923982, 3511924009, 3511924041, 3510324488, 3510324450, 3510324531, 3510324539, 3510324639, 3510324630, 3510324594, 3511924150]",29,2016-07,2016-07-21,2,shock
us10001prk,1427095466700,3.6,ml,2.2,"11 km ENE of Nescatunga, Oklahoma",reviewed,36.782,-98.0303,6.601,2015-03-23 07:24:26.700,"36.782,-98.0303","[3505322795, 3505322791, 3505322796, 3505322591, 3505322487, 3505322816, 3505322815, 3505322901, 3505322836, 3505322824, 3505322073, 3505321839, 3500322002, 3500321995, 3500321897, 3505322928, 3505322940, 3505322947, 3505322959, 3505322963, 3505322987, 3505322996, 3505322923, 3505323049, 3505323115, 3505322892, 3500322183, 3500322158, 3500322228, 3500322355, 3505323253, 3500322426, 3500322409, 3500322370, 3500322722, 3500322560, 3505323402]",37,2015-03,2015-03-23,0,shock
us20006v30,1472493232200,3.6,ml,2.7,"8 km NE of Marshall, Oklahoma",reviewed,36.2144,-97.5752,6.221,2016-08-29 17:53:52.200,"36.2144,-97.5752","[3504724485, 3504724404, 3504724338, 3508322776, 3510322731, 3504724549, 3504724553, 3504724590, 3508323978, 3508323988, 3508324008, 3508324009, 3508323968, 3507324764, 3510324315, 3504724620, 3504724621, 3504724622, 3504724652, 3504724668, 3504724579, 3508324049, 3508324062, 3508324166, 3508324122, 3504724848, 3504724833, 3504724818, 3504724761, 3504724729, 3508324300, 3508324185, 3510324615]",33,2016-08,2016-08-29,0,shock
usc000tbz7,1420495603600,3.6,mwr,4.5,"3 km SE of Perry, Oklahoma",reviewed,36.2611,-97.2623,5.0,2015-01-05 22:06:43.600,"36.2611,-97.2623","[3508322776, 3510324300, 3510322731, 3510324277, 3510324314, 3510324315, 3510324337, 3510324339, 3510324361, 3510324378, 3510324448, 3504724620, 3504724668, 3511923968, 3511923982, 3510324488, 3510324455, 3510324450, 3510324497, 3510324531, 3510324542, 3510324539, 3510324639, 3510324630, 3510324615, 3510324594, 3510324610, 3511924319, 3511924150, 3511924149]",30,2015-01,2015-01-05,0,shock
us1000dpi1,1524252529100,3.6,mwr,3.4,"3 km ENE of Renfrow, Oklahoma",reviewed,36.9451,-97.6185,5.546,2018-04-20 19:28:49.100,"36.9451,-97.6185","[3505322786, 3505322783, 3505322764, 3505322722, 3505322454, 3505322799, 3505322209, 3505322926, 3505322949, 3505323050, 3505323061, 3505323084, 3505323085, 3505323095, 3505323155, 3505323245, 3505323209, 3505323364, 3505323220, 3505323417]",20,2018-04,2018-04-20,0,shock
us20002p8p,1434083906500,3.6,mwr,4.9,"5 km ESE of Covington, Oklahoma",reviewed,36.292,-97.534,6.1,2015-06-12 04:38:26.500,"36.292,-97.53399999999999","[3504724485, 3504724404, 3504724338, 3504724219, 3508322776, 3510322731, 3504724507, 3504724590, 3508324008, 3508324009, 3510324315, 3504724611, 3504724620, 3504724621, 3504724622, 3504724652, 3504724668, 3504724582, 3504724579, 3508324166, 3504724848, 3504724818, 3504724761, 3504724729, 3508324300, 3510324615]",26,2015-06,2015-06-12,1,shock
us10003vmj,1446939807900,3.6,ml,2.2,"9 km NE of Wakita, Oklahoma",reviewed,36.9439,-97.8401,4.734,2015-11-07 23:43:27.900,"36.9439,-97.8401","[3505322791, 3505322786, 3505322764, 3505322763, 3505322796, 3505322722, 3505322799, 3505322844, 3505322835, 3505322926, 3505322933, 3505322949, 3505323050, 3505323082, 3505323085, 3505323095, 3505323115, 3505323253, 3505323245, 3505323364, 3505323220, 3505323417]",22,2015-11,2015-11-07,0,shock
us200040xa,1446236420300,3.6,mwr,3.8,"10 km SSE of Marshall, Oklahoma",reviewed,36.0739,-97.5736,4.673,2015-10-30 20:20:20.300,"36.0739,-97.5736","[3504724485, 3508323910, 3508323957, 3508322776, 3510322731, 3504724590, 3508323978, 3508323988, 3508323996, 3508324008, 3508324009, 3508324011, 3508323968, 3508323421, 3507324764, 3508323999, 3508324030, 3508324049, 3508324062, 3508324166, 3508324122, 3508324095, 3508324069, 3504724833, 3507324980, 3507324957, 3507324938, 3508324300, 3508324270, 3508324185, 3508324172]",31,2015-10,2015-10-30,0,shock
us100033jm,1440031632700,3.6,mwr,3.4,"6 km SSE of Byron, Oklahoma",reviewed,36.8441,-98.2687,4.001,2015-08-20 00:47:12.700,"36.8441,-98.2687","[3505322824, 3500322144, 3500322132, 3500322131, 3500322117, 3500322108, 3500322046, 3500322133, 3500322028, 3500322026, 3500321748, 3500322024, 3500322023, 3500322020, 3500322019, 3500322012, 3500322006, 3500322002, 3500321995, 3500321994, 3500321983, 3500321976, 3500321916, 3500321897, 3505323049, 3500322186, 3500322183, 3500322177, 3500322165, 3500322163, 3500322158, 3500322193, 3500322212, 3500322228, 3500322229, 3500322418, 3500322390, 3500322386, 3500322355, 3500322349, 3500322345, 3500322318, 3500322317, 3500322316, 3500322308, 3500322286, 3500322247, 3500322157, 3500322246, 3500322521, 3500322504, 3500322426, 3500322409, 3500322370, 3500322524, 3500322540, 3500322551, 3500322737, 3500322651, 3500322623, 3500322600, 3500322560, 3500323099, 3500323033, 3500322973, 3500322908, 3500322903, 3500322806, 3500322761, 3500322710]",70,2015-08,2015-08-20,0,shock
us10005bqu,1461696411200,3.6,mwr,4.9,"4 km WSW of Fallis, Oklahoma",reviewed,35.7276,-97.1616,5.0,2016-04-26 18:46:51.200,"35.7276,-97.1616","[3508102053, 3508101877, 3508121324, 3508123923, 3508123909, 3508123907, 3508124016, 3508123857, 3508123845, 3508123832, 3508123785, 3508124052, 3508123734, 3508123361, 3508123344, 3508123291, 3508123432, 3508123433, 3508123459, 3508123495, 3508123707, 3508123680, 3508123640, 3508123631, 3508323652, 3508323634, 3508323592, 3508323589, 3508323524, 3508323492, 3508323468, 3508323458, 3508323451, 3508323545, 3508323772, 3510900109, 3510920163, 3510921577, 3510922171, 3510922351, 3508124145]",41,2016-04,2016-04-26,20,parent
us10001pd7,1426932531600,3.6,mwr,4.1,"9 km NW of Morrison, Oklahoma",reviewed,36.3506,-97.0884,5.0,2015-03-21 10:08:51.600,"36.3506,-97.0884","[3511700179, 3511701087, 3510324300, 3510324285, 3510324274, 3511723372, 3511723382, 3511723499, 3511723458, 3511723454, 3510324277, 3510324337, 3510324339, 3510324349, 3510324361, 3510324378, 3510324448, 3511923970, 3511923982, 3511924009, 3511924041, 3510324488, 3510324450, 3510324531, 3510324539, 3510324639, 3510324630, 3510324594, 3511924150]",29,2015-03,2015-03-21,0,shock
us1000h9wp,1539167093800,3.6,ml,3.6,"2 km SW of Wellston, Oklahoma",reviewed,35.6779,-97.0834,6.1320000000000014,2018-10-10 10:24:53.800,"35.6779,-97.0834","[3508102053, 3508101877, 3508123965, 3508123947, 3508123923, 3508123909, 3508123907, 3508124016, 3508123857, 3508123845, 3508123837, 3508123832, 3508123879, 3508123785, 3508124052, 3508123734, 3508123361, 3508123344, 3508123291, 3508123432, 3508123142, 3508123103, 3508123019, 3508123433, 3508123459, 3508123495, 3508123707, 3508123680, 3508123640, 3508123631, 3508323652, 3508323634, 3508323592, 3508323524, 3508323545, 3510920163, 3510921577, 3510922171, 3510922351, 3508124112, 3508124145]",41,2018-10,2018-10-10,0,shock
usp000jack,1320503790380,3.6,ml,6.3,"9 km WNW of Prague, Oklahoma",reviewed,35.518,-96.778,5.0,2011-11-05 14:36:30.380,"35.518,-96.77799999999999","[3508123975, 3508123875, 3508123681, 3508123621, 3508123499, 3513324298, 3513324463, 3513324515, 3513324535, 3513324751, 3513324660, 3510723280, 3510723103, 3512523519, 3512523507, 3512523465, 3512523447, 3512523527, 3512523540, 3512523553, 3512523612, 3512523558, 3508124092, 3508124112, 3508123802, 3508124143, 3508124191]",27,2011-11,2011-11-05,0,shock
us10001pwg,1427131050600,3.6,mwr,5.6,"2 km SE of Carney, Oklahoma",reviewed,35.7913,-96.9873,5.275,2015-03-23 17:17:30.600,"35.7913,-96.9873","[3508104442, 3508102053, 3508101877, 3508121324, 3508123975, 3508123965, 3508123947, 3508123923, 3508123909, 3508124016, 3508123894, 3508123857, 3508123856, 3508123845, 3508123837, 3508123832, 3508123786, 3508123879, 3508123785, 3508124029, 3508123734, 3508123361, 3508123345, 3508123344, 3508123291, 3508123432, 3508123142, 3508123103, 3508123019, 3508123433, 3508123459, 3508123495, 3508123707, 3508123681, 3508123680, 3508123655, 3508123640, 3508123631, 3508123595, 3508323652, 3508323634, 3508323592, 3508323524, 3508323468, 3508323458, 3508323545, 3510922171, 3508124103, 3508124148, 3508124145]",50,2015-03,2015-03-23,0,shock
us20004wfa,1454380197600,3.6,ml,2.0,"16 km SE of Waynoka, Oklahoma",reviewed,36.4777,-98.7442,7.1370000000000005,2016-02-02 02:29:57.600,"36.4777,-98.7442","[3509323212, 3515121599, 3515123752]",3,2016-02,2016-02-02,0,shock
